Profile Text,Link,Name,Designation,Department
"A design thinker at core and a teacher of finance, Harsh is a strong advocate of using knowledge to make our world a better place. He teaches Design Thinking, Working Capital Management, and Financial Management. He has authored 3 Books on Security Analysis & Portfolio Management, Financial Management & Control and Goods & Services Tax. He has created unique teaching material for reputed central and state universities. He is a certified Design Thinking Trainer from the School of Design Thinking. As a Master Trainer of the School of Future Skills at NIET, he is developing solutions with human-centered approach for various social problems.",https://www.niet.co.in/faculty/harsh-awasthi,Dr. Harsh Awasthi,Assistant Professor,Master of Business Administration (MBA)
"I am Pitamber Adhikari working as an Assistant Professor in Department of Information Technology.

I have 15 years of teaching experience. My association with NIET since from 2009.I have done my M Tech in Software Engineering and B.Tech in Information Technology from AKTU. My subject area are Networking, Cyber Security, Design Thinking, Computer Organization, Software Engineering.",https://www.niet.co.in/faculty/pitamber-adhikari,Mr. Pitamber Adhikari,Assistant Professor,Information Technology
"Throughout his career, Dr. Raju has been dedicated to the holistic development of students, fostering both technical expertise and ethical responsibility. He has taught a variety of subjects, including Deep Learning, Machine Learning, Operating Systems, and Data Analytics, across multiple institutions, including NIET, Mewat Engineering College, and Jamia Millia Islamia. He has also actively participated in numerous workshops and faculty development programs, further enriching his academic contributions. Dr. Raju's leadership and research initiatives continue to contribute significantly to the fields of network security and IoT.",https://www.niet.co.in/faculty/hod-raju,Dr. Raju,Assistant Professor and Head of Department,Assistant Professor and Head of Department
"Ms. Amita Shukla currently serves as an Assistant Professor in the CSBS Department at Noida Institute of Engineering & Technology, Greater Noida, U.P. Her professional responsibilities encompass teaching diverse courses, including Discrete Structures, Algorithm Design, Web Technology, and Automata Theory.

In addition to her academic duties, she holds the positions of IQAC Coordinator and Proctor and is actively involved in overseeing the school's newsletter ""SAMEEKSHA"". Ms. Shukla is a dedicated member of organizing committees for national and international events such as Smart India Hackathon, Toyacathon, and conferences. With over 13 years of experience in the teaching profession, she actively engages in research focused on Artificial Intelligence (AI) and Machine Learning (ML). Her achievements include securing an Indian Patent and publishing research papers in Scopus conferences. Moreover, she has actively participated in numerous Faculty Development Programs (FDPs) and workshops. Ms. Shukla is also recognized as an active member of the IEEE community.",https://www.niet.co.in/faculty/amita-shukla,Ms. Amita Shukla,Assistant Professor,Computer Science and Business Systems
"Assistant Professor & DSW co-ordinator in the Department of Computer Applications , NIET, Gr. Noida.

She graduated in Mathematics at S. M. College, Chandausi, Moradabad, India. She secured Master of Computer Application at AKTU, Lucknow, India. She has two years experience in industry and 6 years in teaching.",https://www.niet.co.in/faculty/preeti-gupta,Ms. Preeti Gupta,Assistant Professor,Master of Computer Applications (MCA)
"Ms. Anamika Chaudhary is currently working as the Assistant Professor in Department of Data Science at NIET, Greater Noida.

She is active member of IIC- cell and also Coordinating with ICT- Women’s Empowerment program. She holds master’s degree from Madan Mohan Malaviya University of Technology Gorakhpur (MMMUT). Her roles and responsibility include teaching courses like Data Structure and Algorithms Designs, Operating System, Data Structure, Software Engineering etc. She is dedicated to equipping students with practical skills in Value Added Programs. Her area of interests is Cloud Computing, Artificial Intelligence and IOT. She has Indian Patents and published research paper in journals. She has also taken part in many FDPs/Workshops/Trainings.",https://www.niet.co.in/faculty/anamika-chaudhary,Ms. Anamika Chaudhary,Assistant Professor,Data Science
"Ms. Anuradha Singh currently working as an Asistant Professor in the department of Computer Science & Engineering, at NIET, Greater Noida. She is having over 3 months of experience in teaching and academics. She has received her Masters Degree in Computer Science & Engineering from Noida Institute of Engineering and Technology, Greater Noida. She has published over 2 research papers. Her area of expertise includes Cloud, Computer Network and Software Engineering.",https://www.niet.co.in/faculty/anuradha-singh,Ms. Anuradha Singh,Assistant Professor,Computer Science & Engineering
"Education

M.Tech",https://www.niet.co.in/faculty/raman-kumar,Mr. Raman Kumar,Mechanical Engineering,Mechanical Engineering
"Presently working as Assistant Professor in the Department of Biotechnology, NIET. Previously she worked as a computational biologist, in ICMR-NIMR as a researcher. Dr. Sonia's doctoral research was related to in-silico rational design of the protein-specificity and binding affinity to incorporate novel receptor binding characteristics. Dr. Sonia has expertise in structural analysis of proteins, protein-protein/ligand docking, and molecular dynamic simulations to understand their intricate interaction networks. Dr. Sonia has been published more than 13 research papers in peer-reviewed journals. During her doctoral program, she received a prestigious international fellowship that is Swiss Government Excellence Fellowship to do research at the University of Bern, Switzerland. She has presented her findings at many national and international conferences.",https://www.niet.co.in/faculty/sonia-verma,Dr. Sonia Verma,Assistant Professor,Biotechnology
"I am working as an assistant professor in NIET, Greater noida since Dec, 2023 in the department of computer science& Engineering. I have completed my masters from Thapar University in CSE and bachelors from chandigarh university. I am having one year of industry experience. My area of expertise includes c++, oops",https://www.niet.co.in/faculty/harshit-thakur,Mr. Harshit Thakur,Assistant Professor,Computer Science & Engineering
"Ms. Sonam is an Assistant Professor in the Data Science Department at NIET With a Master Degree in Computer Science and a background in Computer networking and cryptography , her research focuses on computer networking (Drop tail queue).

Ms. Sonam is dedicated to equipping students with practical skills Data analysis & Data Visualisation with six years of teaching experience .",https://www.niet.co.in/faculty/sonam-mishra,Ms. Sonam Mishra,Assistant Professor,Data Science
"Education

B2 Level French Language

B.A. Programme",https://www.niet.co.in/faculty/marry-saini,Ms. Marry Saini,Assistant Professor,Humanities & Applied Sciences
"Dr.Shaina works as an Assistant Professor in Internet of Things (IOT) Department at Noida Institute of Enginering & Technology (NIET),Greater Noida. Completed my Ph.D. from Vivekananda Global University (VGU), Jaipur & Completed M.Tech from Poornima University,Jaipur.Area of interset is Image Security & Data Base Management System (DBMS).",https://www.niet.co.in/faculty/shaina-arora,Dr. Shaina Arora,Assistant Professor,Internet of Things (IoT)
"Mr. Anurag Pal is an Asst. Professor in Mechanical Engineering Dept. NIET Greater Noida.

He has 1 years of industrial experience and 11 year of teaching experience. He did his B.Tech from UPTU and M.Tech from GBU Gr. Noida and Ph.D. (Pursuing) from NIT Jalandhar. His areas of interest include Material Science, Manufacturing technology.",https://www.niet.co.in/faculty/anurag-pal,Mr. Anurag Pal,Assistant Professor,Mechanical Engineering
"Khushboo is currently working as an Assistant Professor in the Department of Electronics and Communication at Noida Institute of Engineering & Technology (NIET), Greater Noida.

Prior to teaching she was working as a Software Developer in Cognizant Technology India pvt Ltd. She received her Master of Technology from Vellore Institute of Technology (VIT), Chennai and Bachelor of Technology from Uttar Pradesh Technical University (UPTU). Her roles and responsibilities include teaching courses like DBMS, Logic Design and Computer Architecture, Computer Organization & Architecture, Microprocessor. Her research interest includes Antennas, Embedded System, IoT. She has published research papers in National & International Conference of repute. She has attended various training programs in the area of interest.",https://www.niet.co.in/faculty/khushboo,Ms. Khushboo,Assistant Professor,Electronics & Communication Engineering
